Sample,Plate,Well,Row,Col,Egg lay date,Egg lay period,Egg transfer (ET),Infection start date,Infection end date,Infection period,Infection start date - Egg lay date,No. vials made on that date,Yeast usage,Cage,Total flies collected on that date,3 cM,27 cM,Genotype (3 and 27 cM),7 cM,10.3 cM,12 cM,17 cM,Wasp primer melting temperature ,Wasp DNA amplified,8 cM,11 cM,10.7 cM,11.3 cM,11.6 cM,8.5 cM,9 cM,10 cM
546,6,B9,B,9,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,6,C9,C,9,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,6,D9,D,9,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,6,E9,E,9,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,S,HS,H,H,H,H,78.57952118,Y,NA,NA,NA,NA,NA,NA,NA,NA
550,6,F9,F,9,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,S,HS,H,H,H,H,75.59683228,N,NA,NA,NA,NA,NA,NA,NA,NA
551,6,G9,G,9,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,6,H9,H,9,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,6,A10,A,10,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,6,B10,B,10,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,S,HS,H,H,H,H,75.00029755,N,NA,NA,NA,NA,NA,NA,NA,NA
555,6,C10,C,10,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,6,D10,D,10,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,6,E10,E,10,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,6,F10,F,10,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,S,H,SH,S,H,H,H,80.96890259,N,S,NA,NA,NA,NA,S,S,NA
559,6,G10,G,10,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,6,H10,H,10,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,S,H,SH,S,S,S,S,78.28469849,Y,NA,NA,NA,NA,NA,NA,NA,NA
561,6,A11,A,11,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,6,B11,B,11,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,6,C11,C,11,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,6,D11,D,11,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,6,E11,E,11,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,6,F11,F,11,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,S,HS,H,S,S,S,74.40376282,N,S,NA,NA,NA,NA,NA,NA,NA
567,6,G11,G,11,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,6,H11,H,11,06-Feb,Overnight,06-Feb,08-Feb,10-Feb,2 days,2,37,"Plastic, no yeast",2,30,H,S,HS,S,S,S,NA,78.4303894,Y,NA,NA,NA,NA,NA,NA,NA,NA
571,6,C12,C,12,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,6,D12,D,12,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,6,E12,E,12,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,6,F12,F,12,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,6,G12,G,12,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,6,H12,H,12,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,7,A1,A,1,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,7,B1,B,1,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,7,C1,C,1,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,7,D1,D,1,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,H,S,HS,H,H,H,H,74.25462341,N,NA,NA,NA,NA,NA,NA,NA,NA
581,7,E1,E,1,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,7,F1,F,1,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,S,H,SH,S,H,H,H,78.28469849,Y,NA,NA,NA,NA,NA,NA,NA,NA
583,7,G1,G,1,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,7,H1,H,1,08-Feb,Overnight,08-Feb,11-Feb,12-Feb,1 day,3,35,"Plastic, no yeast",2,16,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,7,A2,A,2,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,7,B2,B,2,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,7,C2,C,2,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,7,D2,D,2,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,H,SH,S,S,S,S,78.28469849,Y,NA,NA,NA,NA,NA,NA,NA,NA
589,7,E2,E,2,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,7,F2,F,2,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,7,G2,G,2,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,7,H2,H,2,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,7,A3,A,3,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,7,B3,B,3,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,7,C3,C,3,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,7,D3,D,3,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,7,E3,E,3,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,H,SH,S,H,H,H,77.9864502,Y,H,NA,NA,NA,NA,NA,NA,NA
598,7,F3,F,3,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,7,G3,G,3,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,7,H3,H,3,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,7,A4,A,4,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,7,B4,B,4,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,S,HS,H,H,H,S,78.4303894,Y,NA,NA,NA,NA,NA,NA,NA,NA
603,7,C4,C,4,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,S,HS,H,H,H,H,74.40376282,N,NA,NA,NA,NA,NA,NA,NA,NA
604,7,D4,D,4,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,7,E4,E,4,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,7,F4,F,4,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,7,G4,G,4,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,7,H4,H,4,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,7,A5,A,5,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,S,HS,H,H,H,S,78.4303894,Y,NA,NA,NA,NA,NA,NA,NA,NA
610,7,B5,B,5,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,H,SH,S,S,S,H,74.70576477,N,NA,NA,NA,NA,NA,NA,NA,NA
611,7,C5,C,5,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,7,D5,D,5,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,7,E5,E,5,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,H,SH,H,H,H,H,77.9864502,Y,NA,NA,NA,NA,NA,NA,NA,NA
614,7,F5,F,5,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,7,G5,G,5,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,7,H5,H,5,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,7,A6,A,6,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,7,B6,B,6,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,S,HS,H,H,H,H,77.98298645,Y,NA,NA,NA,NA,NA,NA,NA,NA
619,7,C6,C,6,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,7,D6,D,6,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,S,HS,H,H,H,S,78.28601074,Y,NA,NA,NA,NA,NA,NA,NA,NA
621,7,E6,E,6,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,7,F6,F,6,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,7,G6,G,6,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,7,H6,H,6,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,7,A7,A,7,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,S,HS,H,H,H,S,75.60237122,N,NA,NA,NA,NA,NA,NA,NA,NA
626,7,B7,B,7,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,7,C7,C,7,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,H,SH,S,H,H,H,74.70576477,N,S,NA,NA,NA,NA,S,S,S
628,7,D7,D,7,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,7,E7,E,7,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,7,F7,F,7,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,7,G7,G,7,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,7,H7,H,7,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,7,A8,A,8,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,7,B8,B,8,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,S,HS,S,S,S,S,77.98782349,Y,NA,NA,NA,NA,NA,NA,NA,NA
635,7,C8,C,8,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,7,D8,D,8,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,7,E8,E,8,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,S,HS,H,H,S,S,78.43510437,Y,NA,H,NA,H,S,NA,NA,NA
638,7,F8,F,8,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,7,G8,G,8,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,7,H8,H,8,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,7,A9,A,9,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,H,SH,S,S,S,S,78.28469849,Y,NA,NA,NA,NA,NA,NA,NA,NA
642,7,B9,B,9,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,7,C9,C,9,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,7,D9,D,9,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,7,E9,E,9,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,7,F9,F,9,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,H,SH,S,S,H,H,76.94259644,N,NA,S,NA,H,H,NA,NA,NA
647,7,G9,G,9,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,7,H9,H,9,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,H,SH,S,H,H,H,78.28469849,Y,S,NA,NA,NA,NA,H,H,H
649,7,A10,A,10,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,7,B10,B,10,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,7,C10,C,10,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,7,D10,D,10,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,7,E10,E,10,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,7,F10,F,10,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,7,G10,G,10,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,7,H10,H,10,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,7,A11,A,11,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,H,S,HS,H,H,H,S,78.13691711,Y,NA,NA,NA,NA,NA,NA,NA,NA
658,7,B11,B,11,12-Feb,24 hours,12-Feb,14-Feb,15-Feb,1 day,2,20,"Plastic, no yeast",3,74,S,H,SH,S,S,S,S,78.28469849,Y,NA,NA,NA,NA,NA,NA,NA,NA
659,7,C11,C,11,12-Feb,24 hours,12-Jan,14-Jan,15-Feb,1 day,2,19,Glass with yeast,3,84,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,7,D11,D,11,12-Feb,24 hours,12-Jan,14-Jan,15-Feb,1 day,2,19,Glass with yeast,3,84,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,7,E11,E,11,12-Feb,24 hours,12-Jan,14-Jan,15-Feb,1 day,2,19,Glass with yeast,3,84,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,7,F11,F,11,12-Feb,24 hours,12-Jan,14-Jan,15-Feb,1 day,2,19,Glass with yeast,3,84,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,7,G11,G,11,12-Feb,24 hours,12-Jan,14-Jan,15-Feb,1 day,2,19,Glass with yeast,3,84,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,7,H11,H,11,12-Feb,24 hours,12-Jan,14-Jan,15-Feb,1 day,2,19,Glass with yeast,3,84,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,7,A12,A,12,12-Feb,24 hours,12-Jan,14-Jan,15-Feb,1 day,2,19,Glass with yeast,3,84,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,7,B12,B,12,12-Feb,24 hours,12-Jan,14-Jan,15-Feb,1 day,2,19,Glass with yeast,3,84,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,7,C12,C,12,12-Feb,24 hours,12-Jan,14-Jan,15-Feb,1 day,2,19,Glass with yeast,3,84,S,S,SS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,7,D12,D,12,12-Feb,24 hours,12-Jan,14-Jan,15-Feb,1 day,2,19,Glass with yeast,3,84,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,7,E12,E,12,12-Feb,24 hours,12-Jan,14-Jan,15-Feb,1 day,2,19,Glass with yeast,3,84,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,7,F12,F,12,12-Feb,24 hours,12-Jan,14-Jan,15-Feb,1 day,2,19,Glass with yeast,3,84,H,H,HH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
